country,pl,plf,reg,ts,user
NG,3,Android,1529182556875,1586072430912,8785319prod-in
CN,16,iOS,1582967878356,1586045768848,9994283prod-as
CN,18,Android,1584184068207,1586049169909,10099332prod-as
CN,16,Android,1585107758362,1586044879058,10207834prod-as
CN,11,iOS,1585360697948,1586045360060,10232848prod-as
CN,16,iOS,1585394132555,1586057116315,10236986prod-as
CN,7,iOS,1585972587841,1586044858783,10296964prod-as
CN,4,Android,1585998952769,1586046175082,10311003prod-as
CN,3,iOS,1586002028627,1586051213011,10312784prod-as
CO,9,Android,1584672134472,1586047165920,16099096prod-us
IN,5,Android,1586003734898,1586052808201,16385923prod-us
RU,23,Android,1546669082425,1586117376190,16675337prod-eu
VN,33,iOS,1568529811433,1586053133188,19149823prod-in
MY,19,Android,1570419816081,1586046398366,19879961prod-in
CI,27,iOS,1573900265897,1586045703287,21170091prod-in
MA,3,Android,1578771688997,1586087972744,23079438prod-in
UZ,33,Android,1569893655370,1586050161816,23830510prod-eu
PH,11,iOS,1582502034948,1586051642416,24243610prod-in
CI,16,Android,1582740013336,1586074653351,24311356prod-in
IN,15,Android,1585164455488,1586059542008,25077804prod-in
IN,9,Android,1585198888079,1586070133816,25087424prod-in
IN,9,Android,1585298849492,1586052164870,25131702prod-in
IN,10,Android,1585368291330,1586047826249,25157455prod-in
PK,8,iOS,1585477958724,1586050008790,25204345prod-in
BD,3,Android,1585613165677,1586085324334,25254616prod-in
IN,4,Android,1585736435327,1586052914656,25302457prod-in
IN,11,iOS,1585838958959,1586046049150,25343281prod-in
MM,2,Android,1585936604561,1586104178863,25379183prod-in
RU,8,Android,1583410048713,1586067714316,28210666prod-eu
UZ,1,Android,1586077084272,1586077084298,29035532prod-eu
CL,11,Android,1524448180247,1586047559770,5940102prod-us
VN,5,iOS,1519056640067,1586051234392,5962106prod-in
CN,15,iOS,1561430938476,1586052188642,7555137prod-as
CN,10,Android,1563091964000,1586049961489,7772581prod-as
TH,33,Android,1567801301589,1586050194184,8395428prod-as
CN,8,iOS,1584865612337,1586049630971,10181737prod-as
CN,16,iOS,1585408417476,1586045482443,10238737prod-as
CN,5,Android,1585788637453,1586063518439,10269421prod-as
CN,10,iOS,1585838730813,1586055298949,10277930prod-as
JP,5,Android,1585918706609,1586046009154,10285739prod-as
CN,3,iOS,1585993482564,1586063493819,10307663prod-as
CN,3,iOS,1586047152702,1586047152726,10320571prod-as
CN,3,Android,1586075203040,1586075203068,10326197prod-as
DE,24,iOS,1521531306982,1586062059186,10364378prod-eu
US,28,Android,1511114759201,1586083758770,1140876prod-in
SY,18,Android,1532207543041,1586046942607,13586134prod-eu
MX,15,Android,1580664174280,1586048820757,15466387prod-us
US,9,Android,1582930875194,1586048514615,15812495prod-us
VN,4,Android,1560432983031,1586052291279,15936524prod-in
AR,8,Android,1585597501078,1586049221627,16309735prod-us
JM,7,Android,1585672342934,1586045090003,16324124prod-us
IN,20,Android,1563002978424,1586061201638,16919199prod-in
IN,33,Android,1571489629204,1586060671683,20292203prod-in
EG,18,Android,1579450767536,1586048683828,23360668prod-in
IN,24,Android,1580663906720,1586061858916,23691744prod-in
IN,15,Android,1581068955650,1586056959001,23818053prod-in
PK,18,Android,1583466356232,1586057705849,24500643prod-in
SN,1,Android,1583818889021,1586069623934,24613522prod-in
IN,13,Android,1584339279168,1586047490233,24764967prod-in
IR,27,Android,1573804926007,1586072543110,25032539prod-eu
VN,5,iOS,1585066668957,1586045020323,25037373prod-in
IN,7,Android,1585312792612,1586057942139,25139184prod-in
VN,8,iOS,1585452314952,1586050415848,25191574prod-in
PK,4,Android,1585607350235,1586074190584,25253604prod-in
BD,4,Android,1585722734486,1586054801541,25295433prod-in
NG,5,iOS,1585832446495,1586044847797,25340482prod-in
KE,3,Android,1585920159330,1586083345595,25372846prod-in
NE,5,Android,1586034032789,1586065342561,25413788prod-in
EG,3,Android,1586042960499,1586045049324,25415092prod-in
TR,26,Android,1577628757997,1586047746677,26434794prod-eu
KZ,13,Android,1581104470420,1586068489920,27608866prod-eu
IR,16,Android,1581930485104,1586073494844,27837411prod-eu
RU,6,Android,1584470110481,1586056643070,28533627prod-eu
RU,8,iOS,1585665997083,1586062607744,28918037prod-eu
RU,5,Android,1585753141445,1586050627719,28944363prod-eu
RU,4,Android,1585907765343,1586061113136,28988749prod-eu
SA,4,iOS,1585943609456,1586056276695,29002795prod-eu
RU,3,Android,1585993678300,1586060013675,29012525prod-eu
TR,3,iOS,1586038663572,1586046283483,29029564prod-eu
MY,29,Android,1513177596014,1586045765779,3889369prod-in
BY,26,Android,1512451731292,1586052908635,5115970prod-eu
GB,33,Android,1510842088824,1586046105704,6582prod-as
TH,33,Android,1570081699831,1586065908977,8636881prod-as
HK,33,Android,1570296276878,1586045442395,8663933prod-as
CN,33,Android,1581626409879,1586048494069,9867521prod-as
IN,8,Android,1511022795388,1586071447092,1019086prod-in
CN,9,iOS,1585486829076,1586047034887,10245787prod-as
HK,4,Android,1585979687484,1586057349535,10300575prod-as
CN,3,iOS,1586054832380,1586054832403,10322145prod-as
IN,6,Android,1552923346557,1586071367521,12366791prod-in
IN,3,Android,1557286354648,1586051968354,14122281prod-in
PH,13,Android,1558056321788,1586101819571,14638779prod-in
BR,23,Android,1581976662522,1586045943916,15676579prod-us
US,2,iOS,1584277759927,1586093031164,16020239prod-us
GR,28,Android,1550333587362,1586058833287,17515484prod-eu
AT,33,Android,1553210688984,1586044901918,18201150prod-eu
NG,20,Android,1570766815380,1586067978422,20007197prod-in
ID,6,Android,1572586374116,1586049097022,20692622prod-in
ID,5,Android,1573961503829,1586046927720,21193204prod-in
PH,22,Android,1579525307450,1586065797216,23379398prod-in
UA,7,Android,1568555182889,1586086124937,23408424prod-eu
IN,16,Android,1580127818820,1586056280715,23547048prod-in
EG,15,Android,1580144840436,1586080268817,23553377prod-in
IN,20,Android,1580855431681,1586069992077,23741748prod-in
PK,13,Android,1581816989857,1586067060382,24042640prod-in
UA,22,Android,1571757583716,1586044998765,24390342prod-eu
PH,12,Android,1583377223885,1586058933290,24476049prod-in
PH,5,Android,1585712076302,1586052133444,25290529prod-in
VN,3,Android,1585917798189,1586059184396,25371871prod-in
MY,5,Android,1585998664673,1586073766974,25400325prod-in
EG,3,Android,1586018505686,1586046930356,25409721prod-in
RU,33,Android,1575056795603,1586045055349,25434030prod-eu
IR,10,Android,1582236877116,1586084275790,27913820prod-eu
UZ,22,Android,1583739571423,1586046682489,28320341prod-eu
IR,7,iOS,1584431089121,1586068401111,28518844prod-eu
RU,11,Android,1584589071038,1586045772613,28565384prod-eu
OM,10,Android,1584779203956,1586053265438,28620311prod-eu
BY,12,Android,1584874084942,1586065833559,28651450prod-eu
UA,5,Android,1584986654005,1586074336289,28688411prod-eu
RO,12,iOS,1585133069803,1586064172380,28732234prod-eu
RO,3,Android,1585907158580,1586062151345,28988525prod-eu
IN,12,Android,1513825643729,1586048987989,4312606prod-in
CN,33,iOS,1537537194485,1586047623544,5362828prod-as
PL,14,Android,1513257282785,1586044885619,6326410prod-eu
ID,33,Android,1521383566297,1586045612560,6662111prod-in
US,19,iOS,1535856133703,1586047052190,7475826prod-us
CN,16,iOS,1564827195146,1586049600635,8012724prod-as
KZ,33,Android,1516008729563,1586074491275,8178806prod-eu
IN,24,Android,1528341528236,1586047119004,8596645prod-in
CN,33,Android,1571246399320,1586065890635,8749022prod-as
CN,33,iOS,1572498491937,1586047253631,8869285prod-as
CN,23,Android,1583451843682,1586048509046,10036055prod-as
IN,24,Android,1537282732219,1586056528585,10206998prod-in
CN,13,iOS,1585577100971,1586045052845,10253382prod-as
HK,3,Android,1585954777685,1586046969265,10290381prod-as
CN,10,Android,1585991218675,1586068440475,10306224prod-as
SG,3,Android,1586059088017,1586059088038,10323222prod-as
LT,23,Android,1521589361737,1586062225267,10386697prod-eu
AU,13,Android,1566089396289,1586045935508,12421327prod-us
BD,5,Android,1556536943485,1586052571912,13652484prod-in
BR,16,Android,1581425370417,1586045022146,15592962prod-us
AR,4,Android,1585843824990,1586060743439,16357553prod-us
BR,4,Android,1585963744192,1586049398127,16380651prod-us
AL,12,Android,1557153215183,1586070550436,19629530prod-eu
IN,17,Android,1569940077707,1586054499870,19698537prod-in
MY,30,Android,1571511626800,1586056272169,20302665prod-in
PH,19,Android,1572836994767,1586047679131,20792448prod-in
EG,13,Samsung,1573895337712,1586047921850,21167521prod-in
MY,27,Android,1577158373198,1586044857530,22422498prod-in
ZM,33,Android,1577275500809,1586062385225,22474480prod-in
ID,28,Android,1578868970419,1586052996192,23126689prod-in
IN,17,Android,1578892021824,1586067675893,23133463prod-in
IN,22,Android,1580912789176,1586056361791,23761524prod-in
IN,7,Android,1581830038010,1586076425547,24047559prod-in
SO,6,Android,1583077540670,1586077219607,24404785prod-in
NG,18,Android,1583408187624,1586054878069,24486210prod-in
GB,5,iOS,1583632661279,1586045466253,24554018prod-in
IN,4,Android,1583689259076,1586067534080,24579266prod-in
VN,13,Android,1583814879301,1586050481501,24612200prod-in
ID,9,Android,1583932609412,1586061022778,24648685prod-in
MY,20,Android,1584192358824,1586067420158,24720519prod-in
ID,10,Android,1584239286903,1586070635517,24732100prod-in
IN,3,Android,1585235861530,1586074178323,25108407prod-in
IN,3,Android,1585310494488,1586073489088,25137876prod-in
BD,7,Android,1585451467924,1586049915513,25191211prod-in
IN,3,Android,1585579011732,1586061710420,25245041prod-in
EG,5,Android,1585632804123,1586064381564,25261667prod-in
IN,3,Android,1585753725234,1586047927578,25311083prod-in
MY,3,Android,1585904597194,1586071353442,25365578prod-in
PH,4,Android,1585905070728,1586046117519,25365791prod-in
IN,3,Android,1585923904988,1586056726017,25374342prod-in
LK,3,Android,1586062376232,1586062376238,25421432prod-in
PH,3,Android,1586080284381,1586080284391,25430129prod-in
IN,1,Android,1586089076669,1586089076675,25434617prod-in
UZ,16,Android,1580752440776,1586059608673,27506995prod-eu
XK,24,Android,1580991589204,1586074056173,27571378prod-eu
AZ,15,Android,1582652105565,1586059199749,28025387prod-eu
RU,10,Android,1583505608387,1586078588703,28237856prod-eu
IR,6,Android,1583601951927,1586077385213,28274136prod-eu
AE,12,Android,1585039428743,1586058437376,28699091prod-eu
IQ,6,iOS,1585051705831,1586075183460,28703209prod-eu
TR,15,iOS,1585149401808,1586047258840,28740396prod-eu
IT,16,Android,1585188923829,1586044949992,28756048prod-eu
RU,4,Android,1585991775896,1586047841437,29011820prod-eu
RU,4,Android,1585993278628,1586054997229,29012352prod-eu
TR,3,iOS,1585996548959,1586047096930,29013655prod-eu
VN,33,iOS,1516986836756,1586047480173,5397414prod-in
US,12,Android,1511144132539,1586049471027,604886prod-us
CN,30,iOS,1550713278974,1586047271925,6404717prod-as
IN,17,Android,1521451602786,1586059043646,6676769prod-in
ES,23,Android,1514237919345,1586045739422,7165594prod-eu
IN,24,Android,1523894969869,1586060344299,7479476prod-in
MY,33,Android,1526043196152,1586053769432,8058237prod-in
IN,17,Android,1526312682583,1586061093541,8126483prod-in
CN,24,iOS,1576308690781,1586045587311,9271357prod-as
CN,24,iOS,1581399186172,1586046928693,9843274prod-as
CN,33,Android,1584449987010,1586050050381,10130167prod-as
TH,5,Android,1585348596681,1586044931246,10231989prod-as
CN,4,iOS,1585642505219,1586057082035,10258179prod-as
CN,13,iOS,1585716396127,1586050847997,10263575prod-as
CN,6,Android,1585739613324,1586045408943,10266068prod-as
CN,6,iOS,1585906248498,1586055924929,10284000prod-as
TH,3,Android,1585973463077,1586085018151,10297471prod-as
RU,10,Android,1511215064787,1586045914019,1255818prod-eu
VN,29,iOS,1554441350980,1586056354973,12872456prod-in
CO,10,Android,1570688529193,1586051725035,13369053prod-us
MY,3,Android,1556634401229,1586078281873,13711754prod-in
US,7,iOS,1577952167529,1586045722644,14926134prod-us
TN,15,Android,1583776706356,1586045229921,15944960prod-us
UNKNOWN,8,iOS,1583877458822,1586108689523,15959514prod-us
US,11,Android,1584069672757,1586047839096,15986796prod-us
US,5,iOS,1585119007314,1586047088742,16206001prod-us
DO,3,Android,1586096131426,1586096131450,16401849prod-us
CL,1,Android,1586108522940,1586108522963,16404354prod-us
MY,29,Android,1564977564573,1586049024893,17688173prod-in
IN,6,Android,1565552461421,1586061662253,18034606prod-in
MX,33,iOS,1511813969734,1586051860466,1816598prod-us
MY,7,Android,1567795829612,1586074639545,18870275prod-in
RU,14,Android,1556527165032,1586049516775,19356454prod-eu
IN,33,Android,1570308901857,1586076134678,19834107prod-in
ID,20,Android,1574343638158,1586051254232,21323608prod-in
AO,22,Android,1574859262305,1586092640290,21512889prod-in
NG,10,Samsung,1575500166059,1586052616031,21753200prod-in
IN,22,iOS,1577461431966,1586047480717,22554523prod-in
VN,28,Android,1579358734780,1586060838375,23327361prod-in
UZ,4,Android,1569854556488,1586048595534,23820084prod-eu
GH,24,iOS,1581352856852,1586049332044,23916980prod-in
MM,14,Android,1584508838614,1586051524033,24819081prod-in
PH,23,Android,1584868323297,1586047811017,24956298prod-in
EG,10,Android,1585183162148,1586072080613,25081272prod-in
PH,13,Android,1585351099734,1586044923292,25152051prod-in
IN,2,Android,1585816049157,1586067626444,25332397prod-in
KE,4,Android,1585822825952,1586059562023,25335664prod-in
IN,4,Android,1585830794829,1586060965042,25339659prod-in
IN,3,Android,1585962355761,1586054728174,25384134prod-in
PK,4,Android,1585984386172,1586064779796,25393237prod-in
MG,3,Android,1585986670922,1586068412623,25394397prod-in
NG,4,Android,1586030451731,1586045916692,25413129prod-in
IN,3,Android,1586056077639,1586056077643,25418651prod-in
IN,1,Android,1586073799361,1586073799366,25426908prod-in
IN,3,Android,1586081586180,1586081586194,25430835prod-in
SK,15,Android,1575112027872,1586046899217,25450292prod-eu
UA,20,Android,1578725158171,1586065519499,26900226prod-eu
RU,20,iOS,1579627831542,1586070421369,27202869prod-eu
AZ,19,iOS,1579958543727,1586050048683,27286325prod-eu
KG,7,Android,1583839435134,1586072038354,28347816prod-eu
DE,13,Android,1584499783697,1586044817306,28540200prod-eu
FR,7,Android,1585420943031,1586083354919,28841364prod-eu
LB,5,Android,1585680611297,1586064224787,28924655prod-eu
RU,4,iOS,1585819164852,1586078956667,28961922prod-eu
CN,24,iOS,1518882875102,1586048031544,3227245prod-as
CN,27,Android,1524154211619,1586051625902,3975676prod-as
CN,33,iOS,1532924160522,1586046467170,4940416prod-as
CN,33,iOS,1540471922310,1586048587875,5640987prod-as
CN,7,Android,1567320564757,1586054499271,8356554prod-as
CN,9,Android,1579535348290,1586061311007,9622185prod-as
CN,24,iOS,1580606523647,1586044834892,9734969prod-as
CN,33,Android,1581854569871,1586056161370,9891257prod-as
TH,13,Android,1583030507538,1586046053705,9999551prod-as
CN,3,iOS,1585928813250,1586055475177,10286807prod-as
CN,27,Android,1585985056699,1586044882639,10302867prod-as
CN,7,iOS,1586001489520,1586049614982,10312507prod-as
CN,6,iOS,1586015270271,1586052775551,10317148prod-as
CN,4,iOS,1586025834797,1586057685132,10318571prod-as
CN,3,iOS,1586028839615,1586044926973,10318834prod-as
CN,16,Android,1586051542124,1586051542147,10321445prod-as
BR,33,Android,1557541142358,1586047099933,10618566prod-us
BR,20,Android,1558896141549,1586102026960,10954888prod-us
CD,5,iOS,1547053938304,1586081919093,11510532prod-in
KR,31,iOS,1512208668385,1586062554763,1261014prod-as
IN,25,Android,1554345300966,1586053153982,12830425prod-in
AR,5,Android,1576172199466,1586048417939,14451457prod-us
BR,16,Android,1581772528984,1586045301962,15641144prod-us
US,4,iOS,1586013725432,1586044941930,16387349prod-us
US,1,Android,1586044075516,1586045287043,16394316prod-us
IN,13,Android,1565441592086,1586059228350,17974404prod-in
RU,33,Android,1552662241387,1586068940014,18045586prod-eu
TR,31,Android,1556221876303,1586044845954,19228151prod-eu
LK,2,Android,1571392136398,1586096714212,20250997prod-in
IN,12,Android,1575035514160,1586063233398,21577904prod-in
TR,3,Android,1569068922168,1586070381974,23573826prod-eu
PL,26,iOS,1569919911202,1586068314796,23834240prod-eu
VN,20,iOS,1583083410084,1586050951813,24406525prod-in
VN,14,iOS,1583398885860,1586044983255,24482906prod-in
IN,9,Samsung,1583717904817,1586073730649,24584104prod-in
MY,13,iOS,1584683478061,1586059296747,24879384prod-in
LK,14,Android,1584871919123,1586046840993,24958249prod-in
ID,22,Android,1584979093424,1586073128600,25003056prod-in
IN,4,Android,1585401648390,1586059479460,25175451prod-in
IN,4,Android,1585474602627,1586064148561,25202546prod-in
IN,4,Android,1585744543076,1586069137317,25306659prod-in
PH,4,Android,1585759239667,1586077018366,25313523prod-in
PH,3,iOS,1585796891816,1586080670626,25323524prod-in
IN,5,Android,1585830627356,1586063328177,25339586prod-in
IN,4,Android,1585846333821,1586082537995,25346422prod-in
PH,5,iOS,1585881983196,1586045407938,25355319prod-in
IN,4,Android,1585967766620,1586047765154,25385812prod-in
MM,3,Android,1586033632935,1586061675086,25413743prod-in
EG,3,Android,1586040749115,1586074604037,25414742prod-in
NG,3,Android,1586045785772,1586045785778,25415590prod-in
ID,3,Android,1586051931609,1586051931617,25417158prod-in
MY,3,Android,1586053989031,1586053989038,25417851prod-in
MM,3,Android,1586091306756,1586091306767,25435765prod-in
LK,3,Android,1586098543814,1586098543843,25439189prod-in
CN,9,iOS,1516724891988,1586044811499,2557974prod-as
RU,32,Android,1577180671587,1586056854306,26220857prod-eu
RU,15,Android,1580813812774,1586063250164,27519008prod-eu
RU,25,iOS,1583262438528,1586055957046,28179837prod-eu
KZ,6,iOS,1584195017821,1586049994109,28445409prod-eu
CN,30,iOS,1517805194831,1586044836955,2856860prod-as
FR,10,Android,1584909281511,1586046093384,28667715prod-eu
TR,13,iOS,1585088966817,1586047481870,28721841prod-eu
AM,7,iOS,1585271582931,1586060025520,28788535prod-eu
TJ,4,Android,1585575334700,1586076942187,28888777prod-eu
KZ,4,Android,1585968816834,1586049060123,29007244prod-eu
PL,3,Android,1586031324271,1586112221509,29027464prod-eu
UA,7,Android,1586091367272,1586091367299,29041005prod-eu
KZ,1,Android,1586107163275,1586107163298,29047162prod-eu
CN,14,Android,1535011971422,1586052264888,5171781prod-as
RU,33,iOS,1511019687536,1586061425333,531453prod-eu
AM,26,iOS,1514108905144,1586061871695,7043231prod-eu
BR,13,Android,1537466575831,1586067035784,7659129prod-us
BR,5,Android,1543288428702,1586048849212,8305809prod-us
CN,10,iOS,1572771021079,1586045954667,8906921prod-as
CN,27,Android,1579828845154,1586044837630,9648744prod-as
CN,33,iOS,1580191042028,1586052091413,9694229prod-as
CN,15,iOS,1583414276612,1586049221524,10034123prod-as
CN,24,Android,1584020367507,1586048534501,10087589prod-as
CN,7,iOS,1584188203502,1586048360837,10100039prod-as
CN,5,iOS,1585307629796,1586045123401,10229305prod-as
JP,12,iOS,1585532887580,1586044911477,10248392prod-as
CN,5,iOS,1585931328563,1586058224460,10287117prod-as
CN,4,iOS,1585936128938,1586068824738,10287946prod-as
CN,5,Android,1585974938279,1586057381819,10298338prod-as
CN,3,iOS,1586055700515,1586055700621,10322328prod-as
IT,4,Android,1523538213984,1586072449407,11152120prod-eu
US,2,Android,1561327390432,1586045179683,11398985prod-us
CN,33,iOS,1512135630964,1586045112557,1141070prod-as
IN,33,Android,1549008424402,1586057863496,11766656prod-in
ID,33,Android,1553389875524,1586045682839,12474226prod-in
ID,3,Android,1555647430718,1586077655588,13185056prod-in
US,7,Amazon,1574883752431,1586045070725,14167867prod-us
IN,28,Android,1559470077967,1586067727001,15460897prod-in
US,12,Android,1583921933485,1586085156725,15965482prod-us
BR,10,iOS,1584847610192,1586044914603,16141535prod-us
BR,15,Android,1584892379092,1586047673638,16148615prod-us
PE,5,Android,1585641559461,1586095861093,16320596prod-us
AR,3,Android,1585856354841,1586090510056,16360541prod-us
BR,4,Android,1585922193279,1586044836547,16371590prod-us
NZ,7,Android,1585943177457,1586044835581,16375632prod-us
BR,4,Android,1585980549507,1586052712997,16384079prod-us
CR,3,Samsung,1586054908153,1586054908175,16397119prod-us
IN,22,Android,1563414506388,1586065086908,17065991prod-in
IN,22,Android,1563457062602,1586052073052,17083022prod-in
TZ,32,iOS,1566607910760,1586089996364,18431748prod-in
IN,18,Android,1568964273572,1586049014976,19313581prod-in
ID,27,Android,1570589251899,1586047382350,19946446prod-in
IN,24,Android,1572760304385,1586063362974,20763897prod-in
VN,33,iOS,1575169737038,1586047025041,21629959prod-in
TN,14,Samsung,1575799164405,1586084327772,21872786prod-in
IN,5,Android,1579958096068,1586054203018,23497295prod-in
QA,33,Android,1571005095294,1586073267183,24161234prod-eu
IN,19,Android,1582293972421,1586050727107,24181054prod-in
IT,26,Android,1571174688882,1586045148172,24209715prod-eu
DE,27,Android,1571185118086,1586045318705,24211065prod-eu
CI,29,Amazon,1582911861897,1586045031386,24355483prod-in
IR,11,Android,1572083912739,1586084723208,24490235prod-eu
NE,8,Android,1583943611497,1586051534827,24652744prod-in
IN,7,Android,1584270392473,1586059021358,24745318prod-in
NG,9,Android,1584613623523,1586070029576,24856363prod-in
PH,14,Android,1584641828181,1586080423244,24868036prod-in
RU,23,Android,1573459504203,1586077756484,24940739prod-eu
NG,6,Android,1585061177643,1586074986983,25034529prod-in
IN,15,Android,1585142098070,1586062427758,25067961prod-in
EG,11,Android,1585149080511,1586092789456,25071854prod-in
IN,4,Android,1585444322638,1586048133813,25188716prod-in
IN,6,iOS,1585475161292,1586044816281,25202860prod-in
IN,4,Android,1585717557057,1586044938521,25293024prod-in
IN,4,Android,1585757941753,1586054695441,25312973prod-in
IN,4,Android,1585852695896,1586055517359,25348537prod-in
ID,4,Android,1586001430335,1586050313575,25401793prod-in
MM,3,Android,1586003340393,1586071255994,25402782prod-in
IN,3,Android,1586006237375,1586078607669,25404224prod-in
TN,3,Android,1586007263026,1586078814313,25404680prod-in
EG,3,Samsung,1586024788962,1586069332211,25411693prod-in
PH,3,Android,1586099507121,1586099507126,25439659prod-in
RU,10,Android,1577097584135,1586063308643,26190006prod-eu
RU,18,Android,1580241493398,1586058501791,27370941prod-eu
UZ,15,Android,1580981696143,1586058326843,27567845prod-eu
PT,18,Android,1583604712907,1586082758166,28275796prod-eu
AE,6,Android,1583757761483,1586045038098,28326584prod-eu
SY,3,Android,1585803295943,1586067905914,28957788prod-eu
RU,5,iOS,1585900546471,1586070241895,28986365prod-eu
GB,2,Android,1586037494422,1586078740763,29029280prod-eu
BE,5,Android,1586086893197,1586086893225,29039177prod-eu
UA,3,Android,1586087218286,1586087218311,29039295prod-eu
JO,3,Android,1586088631467,1586088631494,29039863prod-eu
CN,33,iOS,1519230083075,1586046486903,3345331prod-as
IN,20,Android,1512621718421,1586067712963,3358237prod-in
RU,33,Android,1511897519061,1586059829333,3622685prod-eu
AE,14,Android,1512120178850,1586045530499,4136094prod-eu
HK,33,Android,1530657944324,1586047593403,4597563prod-as
CN,2,Android,1530859301902,1586068267941,4619604prod-as
CN,23,Android,1532344994494,1586068891292,4853971prod-as
CN,6,iOS,1535977784133,1586046609340,5250549prod-as
CN,13,Android,1548571064071,1586044871899,6228216prod-as
ID,2,Android,1524882108316,1586101346250,7773415prod-in
TH,8,Android,1566949368899,1586067806723,8313452prod-as
MY,5,Android,1530626793944,1586047542177,9082820prod-in
CN,4,iOS,1574695450480,1586058240566,9103044prod-as
IN,33,Android,1533778841955,1586053934646,9632105prod-in
MZ,30,Android,1533883953635,1586062205683,9648695prod-in
CN,24,iOS,1580473034205,1586050645094,9721171prod-as
CN,12,Android,1581931796933,1586052748285,9897753prod-as
CN,6,Android,1582118653110,1586053833253,9915044prod-as
CN,16,iOS,1583710274892,1586045985045,10060706prod-as
GE,5,Android,1511166310543,1586073231812,1016796prod-eu
TH,17,iOS,1584780273435,1586046306884,10170409prod-as
CN,10,iOS,1584838807232,1586054515324,10177273prod-as
IN,5,Android,1537432775858,1586067174348,10224916prod-in
CN,6,iOS,1585787609410,1586046473235,10269279prod-as
CN,4,iOS,1585988663061,1586045606584,10304799prod-as
CN,3,iOS,1585991378082,1586052747409,10306336prod-as
CN,3,iOS,1585992939568,1586047535814,10307304prod-as
CN,4,Android,1585996123337,1586049646518,10309203prod-as
TH,3,Android,1586007887218,1586065461292,10315191prod-as
CN,4,iOS,1586048693221,1586048693242,10320887prod-as
CN,3,iOS,1586072890419,1586072890444,10325790prod-as
LK,5,Android,1538566131406,1586058966191,10372370prod-in
US,3,Android,1558542583335,1586056004187,10873322prod-us
PH,15,Android,1545692916401,1586047373571,11271760prod-in
IN,29,Android,1548699177243,1586058561917,11729841prod-in
MZ,29,Android,1550084681614,1586050745007,11937095prod-in
IN,9,Android,1554017975299,1586048764128,12675256prod-in
CN,6,iOS,1530910154346,1586075535847,13283562prod-eu
IN,4,Android,1556729680530,1586066565205,13776767prod-in
RU,10,iOS,1534010236858,1586070300542,14050578prod-eu
IN,8,Android,1557668411008,1586075124673,14402166prod-in
BR,20,Android,1576387003398,1586045444246,14511692prod-us
BR,6,Android,1576452077413,1586097405727,14528069prod-us
PE,13,Android,1577359692999,1586051590168,14761048prod-us
US,20,Android,1578203672122,1586047201027,14993908prod-us
EC,24,Android,1581878165437,1586045095049,15660722prod-us
US,24,iOS,1581976245754,1586049247770,15676498prod-us
NZ,5,iOS,1584878099445,1586046849274,16145720prod-us
US,10,iOS,1585071817319,1586044894874,16191332prod-us
US,6,Android,1585508791077,1586054996861,16291451prod-us
IN,3,Android,1561391696608,1586058430256,16327344prod-in
BR,3,Android,1585972053767,1586045066778,16382654prod-us
BR,3,Android,1586029891049,1586044827930,16390839prod-us
RU,33,Android,1548850947671,1586045875313,17166666prod-eu
IN,12,Android,1509162594992,1586058657807,17792prod-in
CN,3,iOS,1513327303811,1586084746752,1856851prod-as
IN,26,Android,1570888942936,1586072863833,20061940prod-in
GH,25,Android,1572306455001,1586046673013,20597284prod-in
PH,33,iOS,1573628556661,1586045527274,21074993prod-in
IN,4,Android,1576345100289,1586059888951,22088309prod-in
AF,24,Android,1576481855441,1586058290403,22146512prod-in
GH,15,Android,1511909712995,1586057647355,2289370prod-in
MY,27,Android,1578773193029,1586048676131,23079870prod-in
IN,16,Android,1578915829579,1586047008494,23146142prod-in
EG,18,Samsung,1579296684574,1586053221660,23303655prod-in
IN,6,Android,1579575370062,1586053348654,23391214prod-in
UZ,13,Android,1570634146228,1586067033644,24030290prod-eu
IN,24,iOS,1582311917362,1586049335131,24186905prod-in
CN,17,iOS,1516260371240,1586048608216,2443376prod-as
GH,17,iOS,1583285976273,1586075084678,24452648prod-in
ID,8,iOS,1583406366641,1586054907977,24485551prod-in
CN,20,iOS,1516422129290,1586047760304,2467533prod-as
ID,3,Android,1584467645039,1586051065782,24809292prod-in
NG,8,Android,1584481206835,1586073295097,24811814prod-in
ID,16,Android,1584545793944,1586052547890,24835416prod-in
ID,13,Android,1584686120281,1586054621856,24880678prod-in
PH,10,Android,1585220871469,1586048286170,25099885prod-in
PH,12,Android,1585450541508,1586045466190,25190825prod-in
IN,11,Android,1585660865665,1586051846561,25275579prod-in
VN,2,Android,1585829772062,1586052483974,25339150prod-in
VN,3,Android,1585924427598,1586048694456,25374546prod-in
BD,4,Android,1585924678628,1586067673362,25374661prod-in
ID,3,Android,1585990355943,1586072527065,25396221prod-in
IN,4,Android,1585997090125,1586056016517,25399506prod-in
TZ,2,Android,1586041400765,1586046595005,25414834prod-in
MY,5,Android,1586053055343,1586053055356,25417533prod-in
MY,3,iOS,1586054584331,1586054584334,25418063prod-in
EG,3,Android,1586071217453,1586071217459,25425633prod-in
ZA,3,Android,1586105768222,1586105768227,25442083prod-in
IQ,31,Android,1575172845887,1586077180791,25476238prod-eu
UA,10,Android,1575229983339,1586066469154,25507299prod-eu
UZ,19,Android,1577263192565,1586060962673,26254434prod-eu
RU,21,Android,1510945991369,1586067057986,264041prod-eu
